application_id,gender,international,gpa,Major,race,gmat,work_exp,work_industry,admission_finals,scholarship_status,funding_fee,tuition_fee
3278,Male,False,3.24,STEM,Asian,680.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3279,Male,False,3.14,STEM,Hispanic,620.0,6.0,Other,admitted,notsponsored,0,75000
3280,Male,True,3.27,STEM,NULL,780.0,4.0,Consulting,admitted,notsponsored,0,75000
3281,Male,False,3.31,Business,Black,780.0,4.0,Technology,admitted,notsponsored,0,75000
3282,Male,False,3.25,Humanities,Black,620.0,7.0,"Health Care",admitted,notsponsored,0,75000
3283,Female,True,3.01,Business,NULL,660.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3284,Male,True,3.35,Humanities,NULL,600.0,5.0,Other,notadmitted,notsponsored,0,0
3285,Male,False,3.08,Humanities,Hispanic,660.0,5.0,"Health Care",admitted,notsponsored,0,75000
3286,Male,False,3.27,Humanities,Asian,620.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3287,Female,False,3.12,STEM,White,570.0,3.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3288,Male,False,3.30,STEM,Black,650.0,5.0,Technology,admitted,notsponsored,0,75000
3289,Male,False,3.20,Humanities,White,670.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3290,Female,False,3.16,Humanities,Hispanic,570.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3291,Male,False,2.98,STEM,Asian,570.0,5.0,CPG,notadmitted,notsponsored,0,0
3292,Female,False,3.45,STEM,Black,720.0,4.0,Consulting,admitted,notsponsored,0,75000
3293,Male,False,3.23,STEM,Asian,690.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3294,Female,False,3.21,Business,White,630.0,6.0,Consulting,admitted,notsponsored,0,75000
3295,Male,True,2.94,Humanities,NULL,610.0,5.0,Technology,admitted,notsponsored,0,75000
3296,Male,False,3.56,Humanities,Hispanic,740.0,5.0,Consulting,admitted,notsponsored,0,75000
3297,Male,True,3.05,Business,NULL,600.0,3.0,Consulting,notadmitted,notsponsored,0,0
3298,Female,False,3.17,Business,Hispanic,610.0,7.0,Technology,admitted,notsponsored,0,75000
3299,Male,True,3.24,Humanities,NULL,640.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3300,Male,True,3.43,STEM,NULL,700.0,6.0,PE/VC,admitted,notsponsored,0,75000
3301,Male,False,3.07,Humanities,Asian,650.0,4.0,Consulting,admitted,notsponsored,0,75000
3302,Male,False,3.26,Humanities,White,590.0,7.0,CPG,notadmitted,notsponsored,0,0
3303,Male,True,2.90,Humanities,NULL,610.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3304,Male,False,3.30,Humanities,White,620.0,5.0,Consulting,admitted,notsponsored,0,75000
3305,Male,False,3.49,Business,Black,690.0,4.0,"Health Care",admitted,notsponsored,0,75000
3306,Male,False,3.43,Humanities,White,710.0,5.0,Consulting,admitted,notsponsored,0,75000
3307,Male,False,3.29,STEM,Asian,700.0,5.0,PE/VC,admitted,notsponsored,0,75000
3308,Male,False,2.99,Business,White,570.0,5.0,"Health Care",notadmitted,notsponsored,0,0
3309,Female,False,3.43,Business,White,730.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3310,Male,False,3.41,Humanities,White,760.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3311,Male,False,3.19,Business,White,670.0,4.0,CPG,admitted,notsponsored,0,75000
3312,Female,False,3.13,Humanities,Hispanic,770.0,4.0,Consulting,admitted,notsponsored,0,75000
3313,Male,False,3.30,STEM,White,650.0,7.0,"Financial Services",admitted,notsponsored,0,75000
3314,Female,False,3.16,STEM,Black,590.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3315,Male,False,3.16,Humanities,Asian,680.0,7.0,"Health Care",admitted,notsponsored,0,75000
3316,Female,True,3.26,Humanities,NULL,590.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3317,Male,False,3.34,STEM,Asian,640.0,6.0,CPG,admitted,notsponsored,0,75000
3318,Male,False,2.97,STEM,Asian,590.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3319,Male,True,3.16,Business,NULL,700.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3320,Male,False,3.27,Humanities,Asian,580.0,5.0,Other,notadmitted,notsponsored,0,0
3321,Male,False,3.25,STEM,White,690.0,6.0,Consulting,admitted,notsponsored,0,75000
3322,Female,False,3.09,Humanities,Hispanic,640.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3323,Female,True,3.23,Humanities,NULL,640.0,4.0,PE/VC,admitted,notsponsored,0,75000
3324,Male,False,3.53,Business,Hispanic,710.0,6.0,Consulting,admitted,notsponsored,0,75000
3325,Female,False,3.23,Humanities,Black,620.0,5.0,"Real Estate",admitted,notsponsored,0,75000
3326,Female,False,3.04,Business,Hispanic,580.0,4.0,Consulting,notadmitted,notsponsored,0,0
3327,Male,False,3.46,STEM,White,690.0,6.0,Consulting,admitted,notsponsored,0,75000
3328,Male,False,3.07,Business,White,620.0,5.0,Consulting,admitted,notsponsored,0,75000
3329,Female,False,3.09,Humanities,Black,640.0,4.0,Consulting,admitted,notsponsored,0,75000
3330,Male,True,3.34,Humanities,NULL,600.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3331,Female,False,3.11,Business,Other,650.0,6.0,PE/VC,admitted,notsponsored,0,75000
3332,Male,True,3.35,Humanities,NULL,660.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3333,Female,True,2.93,Business,NULL,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
3334,Male,False,3.13,Business,Asian,630.0,3.0,Consulting,admitted,notsponsored,0,75000
3335,Male,True,3.47,STEM,NULL,690.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3336,Male,True,3.44,Humanities,NULL,630.0,5.0,Consulting,admitted,notsponsored,0,75000
3337,Female,False,3.16,STEM,White,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3338,Male,False,3.24,Business,White,590.0,4.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3339,Male,False,3.17,STEM,White,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
3340,Male,False,3.17,Humanities,Black,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3341,Male,True,3.34,Business,NULL,750.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3342,Female,True,3.54,STEM,NULL,770.0,5.0,Consulting,admitted,sponsored,50000,25000
3343,Male,False,3.42,Humanities,Hispanic,740.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3344,Male,False,3.20,Humanities,Asian,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3345,Female,False,3.59,Humanities,White,740.0,5.0,Other,admitted,notsponsored,0,75000
3346,Male,False,2.98,Humanities,White,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3347,Male,False,3.26,STEM,White,660.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3348,Female,True,3.43,Business,NULL,620.0,4.0,Consulting,admitted,notsponsored,0,75000
3349,Male,False,3.46,Business,Other,710.0,5.0,"Health Care",admitted,notsponsored,0,75000
3350,Female,False,3.22,STEM,White,590.0,5.0,Energy,notadmitted,notsponsored,0,0
3351,Male,True,3.10,STEM,NULL,620.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3352,Female,True,3.11,Business,NULL,590.0,5.0,Technology,notadmitted,notsponsored,0,0
3353,Male,True,3.27,Humanities,NULL,690.0,5.0,PE/VC,admitted,notsponsored,0,75000
3354,Female,False,3.06,Humanities,White,590.0,5.0,"Health Care",notadmitted,notsponsored,0,0
3355,Male,True,3.01,STEM,NULL,660.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3356,Female,False,3.06,STEM,Black,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
3357,Male,False,3.16,Humanities,Asian,670.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3358,Male,True,3.16,Business,NULL,610.0,3.0,PE/VC,admitted,notsponsored,0,75000
3359,Male,False,3.04,STEM,Asian,570.0,6.0,Technology,notadmitted,notsponsored,0,0
3360,Male,False,3.32,Humanities,Asian,740.0,4.0,Consulting,admitted,notsponsored,0,75000
3361,Female,True,3.13,Humanities,NULL,630.0,7.0,Consulting,admitted,notsponsored,0,75000
3362,Male,True,3.48,Business,NULL,660.0,6.0,Technology,admitted,notsponsored,0,75000
3363,Female,False,3.24,STEM,White,600.0,4.0,Other,notadmitted,notsponsored,0,0
3364,Male,True,3.36,Business,NULL,770.0,4.0,PE/VC,admitted,notsponsored,0,75000
3365,Male,True,3.38,Humanities,NULL,640.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3366,Female,False,2.93,STEM,Black,590.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3367,Male,False,3.17,STEM,Black,600.0,4.0,Consulting,notadmitted,notsponsored,0,0
3368,Male,False,3.19,Humanities,Black,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3369,Female,False,3.25,STEM,Black,620.0,5.0,Consulting,admitted,notsponsored,0,75000
3370,Female,False,2.96,Business,White,570.0,5.0,"Real Estate",notadmitted,notsponsored,0,0
3371,Male,False,3.26,Business,White,640.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3372,Female,True,3.28,Business,NULL,680.0,3.0,Consulting,admitted,notsponsored,0,75000
3373,Male,False,3.25,Humanities,Black,620.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3374,Female,False,3.12,Humanities,Black,680.0,4.0,"Real Estate",admitted,notsponsored,0,75000
3375,Female,False,3.07,Humanities,White,570.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3376,Male,True,3.43,Humanities,NULL,780.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3377,Male,True,3.13,Humanities,NULL,660.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3378,Male,True,3.55,STEM,NULL,740.0,5.0,PE/VC,admitted,notsponsored,0,75000
3379,Male,False,3.44,Business,Hispanic,720.0,8.0,Technology,admitted,notsponsored,0,75000
3380,Male,False,3.44,STEM,Black,670.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3381,Female,True,3.21,Humanities,NULL,650.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3382,Female,False,3.25,STEM,White,640.0,7.0,Technology,admitted,notsponsored,0,75000
3383,Male,False,3.19,Humanities,Black,680.0,5.0,"Health Care",admitted,notsponsored,0,75000
3384,Female,True,3.07,Humanities,NULL,570.0,6.0,Consulting,notadmitted,notsponsored,0,0
3385,Female,True,3.13,Business,NULL,620.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3386,Male,True,3.36,Business,NULL,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
3387,Male,True,2.97,STEM,NULL,570.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3388,Male,False,3.26,Humanities,Asian,700.0,4.0,Consulting,admitted,notsponsored,0,75000
3389,Male,False,3.11,STEM,Asian,630.0,5.0,"Health Care",admitted,notsponsored,0,75000
3390,Female,True,3.21,Humanities,NULL,630.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3391,Female,True,3.15,STEM,NULL,660.0,4.0,Other,admitted,notsponsored,0,75000
3392,Male,True,3.18,Humanities,NULL,630.0,6.0,Consulting,admitted,notsponsored,0,75000
3393,Male,False,3.43,Business,White,650.0,6.0,Consulting,admitted,notsponsored,0,75000
3394,Female,False,3.53,Humanities,Hispanic,780.0,6.0,Nonprofit/Gov,admitted,sponsored,50000,25000
3395,Male,False,3.21,Business,Asian,680.0,7.0,PE/VC,admitted,notsponsored,0,75000
3396,Male,False,3.14,Humanities,White,570.0,7.0,PE/VC,notadmitted,notsponsored,0,0
3397,Male,False,3.27,STEM,Other,670.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3398,Male,False,3.59,Humanities,Black,760.0,4.0,PE/VC,admitted,sponsored,50000,25000
3399,Female,False,3.14,STEM,Hispanic,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3400,Male,False,3.13,Humanities,Asian,690.0,3.0,PE/VC,admitted,notsponsored,0,75000
3401,Female,False,3.46,Business,Black,780.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3402,Female,False,2.87,Humanities,White,570.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3403,Female,False,3.34,Business,Black,640.0,4.0,Consulting,admitted,notsponsored,0,75000
3404,Female,False,3.44,Humanities,White,750.0,5.0,PE/VC,admitted,notsponsored,0,75000
3405,Female,False,3.43,Humanities,White,780.0,5.0,Consulting,admitted,notsponsored,0,75000
3406,Male,False,2.97,Business,Black,580.0,6.0,"Real Estate",notadmitted,notsponsored,0,0
3407,Male,False,3.43,Humanities,Hispanic,760.0,7.0,Consulting,admitted,notsponsored,0,75000
3408,Female,True,3.11,Humanities,NULL,620.0,4.0,Technology,admitted,notsponsored,0,75000
3409,Female,True,3.24,STEM,NULL,740.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3410,Female,True,3.49,Business,NULL,680.0,3.0,PE/VC,admitted,notsponsored,0,75000
3411,Male,False,3.38,Humanities,White,720.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3412,Male,True,3.04,STEM,NULL,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
3413,Female,True,3.52,Business,NULL,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3414,Female,False,3.14,STEM,White,620.0,5.0,Technology,admitted,notsponsored,0,75000
3415,Male,False,3.19,Humanities,Other,670.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3416,Female,False,3.12,Humanities,Asian,570.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3417,Male,False,3.02,Humanities,Asian,620.0,4.0,Consulting,admitted,notsponsored,0,75000
3418,Female,True,3.30,Humanities,NULL,720.0,4.0,Other,admitted,notsponsored,0,75000
3419,Female,True,3.07,Humanities,NULL,600.0,6.0,Technology,notadmitted,notsponsored,0,0
3420,Male,False,3.19,STEM,Asian,670.0,4.0,Consulting,admitted,notsponsored,0,75000
3421,Female,True,3.29,Humanities,NULL,690.0,4.0,Technology,admitted,notsponsored,0,75000
3422,Male,True,3.36,STEM,NULL,720.0,6.0,Consulting,admitted,notsponsored,0,75000
3423,Male,False,3.28,STEM,White,650.0,5.0,PE/VC,admitted,notsponsored,0,75000
3424,Female,False,3.24,Humanities,Black,670.0,6.0,Technology,admitted,notsponsored,0,75000
3425,Male,False,3.42,STEM,White,640.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3426,Female,False,3.37,Humanities,Asian,700.0,4.0,"Health Care",admitted,notsponsored,0,75000
3427,Male,False,3.16,STEM,Asian,580.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3428,Male,True,3.10,Humanities,NULL,570.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3429,Female,True,3.23,STEM,NULL,650.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3430,Female,False,3.03,Humanities,White,620.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3431,Male,True,3.27,STEM,NULL,710.0,3.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3432,Male,False,3.35,Humanities,Asian,660.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3433,Male,True,3.38,Humanities,NULL,690.0,6.0,Consulting,admitted,notsponsored,0,75000
3434,Male,False,3.39,Humanities,White,650.0,5.0,PE/VC,admitted,notsponsored,0,75000
3435,Male,False,3.14,Business,Black,660.0,3.0,"Investment Management",admitted,notsponsored,0,75000
3436,Female,True,3.30,STEM,NULL,650.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3437,Male,False,3.13,STEM,Asian,650.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3438,Female,True,3.13,Humanities,NULL,690.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3439,Female,False,3.24,STEM,Asian,610.0,6.0,Consulting,admitted,notsponsored,0,75000
3440,Female,False,3.23,STEM,Hispanic,680.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3441,Female,True,3.06,Business,NULL,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3442,Male,True,3.17,Business,NULL,580.0,7.0,Technology,notadmitted,notsponsored,0,0
3443,Female,False,3.67,Humanities,Black,720.0,6.0,Consulting,admitted,notsponsored,0,75000
3444,Female,False,3.31,Humanities,White,690.0,5.0,Consulting,admitted,notsponsored,0,75000
3445,Female,False,2.87,STEM,White,610.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3446,Male,False,3.25,Humanities,White,700.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3447,Female,False,3.12,STEM,Asian,600.0,4.0,Consulting,notadmitted,notsponsored,0,0
3448,Female,False,3.05,Humanities,Black,570.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3449,Male,True,3.37,Humanities,NULL,630.0,6.0,Technology,admitted,notsponsored,0,75000
3450,Male,False,3.45,Business,White,770.0,7.0,Consulting,admitted,notsponsored,0,75000
3451,Male,False,3.03,Business,White,570.0,5.0,Media/Entertainment,notadmitted,notsponsored,0,0
3452,Female,False,3.07,Business,White,680.0,6.0,Consulting,admitted,notsponsored,0,75000
3453,Female,False,2.99,Humanities,Asian,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3454,Male,False,3.35,Business,White,710.0,4.0,Consulting,admitted,notsponsored,0,75000
3455,Female,False,3.01,STEM,White,580.0,5.0,Technology,notadmitted,notsponsored,0,0
3456,Male,True,3.34,STEM,NULL,700.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3457,Male,True,3.09,Humanities,NULL,620.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3458,Male,True,3.23,Business,NULL,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3459,Male,False,3.07,Business,Asian,610.0,6.0,Consulting,admitted,notsponsored,0,75000
3460,Male,True,3.31,Humanities,NULL,710.0,4.0,Consulting,admitted,notsponsored,0,75000
3461,Male,True,3.17,STEM,NULL,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
3462,Female,False,3.03,Humanities,Other,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3463,Female,False,3.40,Humanities,Asian,690.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3464,Male,False,3.27,STEM,White,620.0,5.0,Consulting,admitted,notsponsored,0,75000
3465,Male,False,3.02,Humanities,Black,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3466,Male,False,3.35,STEM,Black,670.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3467,Male,False,3.23,Humanities,Asian,650.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3468,Female,False,3.14,Business,Black,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3469,Male,False,3.24,Business,Black,650.0,6.0,PE/VC,admitted,notsponsored,0,75000
3470,Male,True,3.38,STEM,NULL,670.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3471,Male,False,3.27,Business,White,610.0,6.0,PE/VC,admitted,notsponsored,0,75000
3472,Female,False,3.33,Humanities,Black,580.0,6.0,"Financial Services",notadmitted,notsponsored,0,0
3473,Female,False,3.00,Business,White,620.0,3.0,Consulting,admitted,notsponsored,0,75000
3474,Male,False,3.47,STEM,Hispanic,640.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3475,Female,True,3.21,STEM,NULL,660.0,6.0,Consulting,admitted,notsponsored,0,75000
3476,Male,True,3.16,Humanities,NULL,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3477,Male,False,3.38,Humanities,Asian,640.0,5.0,CPG,admitted,notsponsored,0,75000
3478,Male,False,3.45,Humanities,Other,620.0,4.0,Technology,admitted,notsponsored,0,75000
3479,Male,False,3.16,Business,Black,620.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3480,Female,False,3.05,Business,Black,610.0,3.0,Consulting,admitted,notsponsored,0,75000
3481,Male,True,3.04,Humanities,NULL,650.0,7.0,Consulting,admitted,notsponsored,0,75000
3482,Female,True,3.21,STEM,NULL,670.0,2.0,"Investment Banking",admitted,notsponsored,0,75000
3483,Male,False,3.38,STEM,White,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3484,Male,False,3.39,STEM,White,710.0,4.0,Technology,admitted,notsponsored,0,75000
3485,Male,True,3.19,Business,NULL,690.0,6.0,CPG,admitted,notsponsored,0,75000
3486,Female,False,3.51,Humanities,Hispanic,710.0,6.0,"Health Care",admitted,notsponsored,0,75000
3487,Male,True,3.29,Business,NULL,670.0,4.0,CPG,admitted,notsponsored,0,75000
3488,Male,False,3.22,Humanities,Black,570.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3489,Male,True,3.26,STEM,NULL,660.0,3.0,"Investment Management",admitted,notsponsored,0,75000
3490,Female,False,3.24,STEM,Hispanic,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3491,Female,True,3.26,Humanities,NULL,620.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3492,Female,True,3.25,Business,NULL,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3493,Male,True,3.14,Humanities,NULL,640.0,6.0,Other,admitted,notsponsored,0,75000
3494,Female,True,3.38,Humanities,NULL,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3495,Male,False,3.51,Humanities,White,700.0,6.0,Consulting,admitted,notsponsored,0,75000
3496,Female,False,3.32,Business,Asian,630.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3497,Female,True,3.11,Humanities,NULL,660.0,5.0,Technology,admitted,notsponsored,0,75000
3498,Male,False,3.48,Business,Black,620.0,3.0,Consulting,admitted,notsponsored,0,75000
3499,Female,False,3.18,Humanities,White,580.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3500,Male,False,3.42,Business,Asian,670.0,5.0,Other,admitted,notsponsored,0,75000
3501,Female,True,3.52,STEM,NULL,730.0,5.0,Consulting,admitted,notsponsored,0,75000
3502,Male,True,3.23,Business,NULL,610.0,7.0,Technology,admitted,notsponsored,0,75000
3503,Male,False,3.13,Business,White,630.0,5.0,PE/VC,admitted,notsponsored,0,75000
3504,Male,True,3.26,Business,NULL,660.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
3505,Male,True,3.49,STEM,NULL,640.0,6.0,Consulting,admitted,notsponsored,0,75000
3506,Male,True,3.27,STEM,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3507,Female,False,3.15,STEM,White,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3508,Female,False,3.32,Humanities,Black,670.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3509,Male,True,3.18,STEM,NULL,680.0,3.0,PE/VC,admitted,notsponsored,0,75000
3510,Female,False,3.32,Humanities,Asian,580.0,6.0,Technology,notadmitted,notsponsored,0,0
3511,Female,True,3.31,Humanities,NULL,610.0,5.0,Technology,admitted,notsponsored,0,75000
3512,Female,True,3.11,Business,NULL,590.0,6.0,Other,notadmitted,notsponsored,0,0
3513,Female,False,3.16,Humanities,Asian,620.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
3514,Male,True,3.09,STEM,NULL,730.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
3515,Female,False,3.02,Business,Black,660.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3516,Female,False,3.36,Humanities,Black,710.0,5.0,Consulting,admitted,notsponsored,0,75000
3517,Male,False,3.00,Business,Black,650.0,6.0,Technology,admitted,notsponsored,0,75000
3518,Male,False,3.23,Humanities,Hispanic,670.0,6.0,PE/VC,admitted,notsponsored,0,75000
3519,Female,False,3.42,Business,White,650.0,4.0,PE/VC,admitted,notsponsored,0,75000
3520,Female,False,3.54,Business,Asian,710.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3521,Male,False,3.15,Humanities,Asian,600.0,2.0,"Investment Banking",notadmitted,notsponsored,0,0
3522,Female,False,3.23,Business,Black,620.0,6.0,Consulting,admitted,notsponsored,0,75000
3523,Male,False,3.28,Business,Black,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3524,Male,False,3.34,Business,White,650.0,6.0,"Health Care",admitted,notsponsored,0,75000
3525,Male,False,2.80,Business,White,570.0,6.0,Consulting,notadmitted,notsponsored,0,0
3526,Male,False,3.49,STEM,White,660.0,6.0,PE/VC,admitted,notsponsored,0,75000
3527,Male,False,3.29,Humanities,Black,600.0,4.0,CPG,notadmitted,notsponsored,0,0
3528,Male,False,3.19,STEM,Black,650.0,6.0,PE/VC,admitted,notsponsored,0,75000
3529,Female,True,3.23,STEM,NULL,650.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3530,Female,False,3.38,Humanities,Asian,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3531,Male,False,3.15,Humanities,Asian,640.0,5.0,Other,admitted,notsponsored,0,75000
3532,Male,True,3.09,Business,NULL,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3533,Female,False,3.28,Humanities,White,670.0,8.0,Consulting,admitted,notsponsored,0,75000
3534,Male,False,3.21,Business,White,660.0,6.0,"Health Care",admitted,notsponsored,0,75000
3535,Female,False,3.04,Business,White,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
3536,Female,False,3.12,Business,Black,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3537,Male,False,3.44,Business,White,620.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3538,Male,False,3.37,Business,White,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3539,Male,False,3.54,STEM,Hispanic,740.0,5.0,"Health Care",admitted,notsponsored,0,75000
3540,Male,False,3.50,Humanities,White,720.0,4.0,Technology,admitted,notsponsored,0,75000
3541,Male,False,3.08,Humanities,Asian,590.0,4.0,Consulting,notadmitted,notsponsored,0,0
3542,Male,True,3.15,Business,NULL,630.0,6.0,Other,admitted,notsponsored,0,75000
3543,Female,False,3.00,Humanities,Black,630.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3544,Male,False,3.39,Business,Asian,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3545,Male,False,3.02,Humanities,Black,610.0,5.0,PE/VC,admitted,notsponsored,0,75000
3546,Male,True,3.35,Humanities,NULL,660.0,2.0,"Real Estate",admitted,notsponsored,0,75000
3547,Female,True,3.11,Humanities,NULL,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3548,Male,False,3.00,STEM,Black,640.0,4.0,Consulting,admitted,notsponsored,0,75000
3549,Male,False,3.21,STEM,Other,700.0,5.0,Consulting,admitted,notsponsored,0,75000
3550,Female,False,3.24,Business,Black,680.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3551,Male,False,3.17,Business,Asian,680.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3552,Male,True,3.52,Business,NULL,750.0,6.0,Consulting,admitted,sponsored,50000,25000
3553,Male,False,3.26,Humanities,White,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3554,Female,False,3.37,Business,Black,650.0,7.0,"Health Care",admitted,notsponsored,0,75000
3555,Female,False,3.29,Humanities,Asian,660.0,4.0,Consulting,admitted,notsponsored,0,75000
3556,Male,False,3.36,Business,Black,760.0,8.0,"Investment Management",admitted,notsponsored,0,75000
3557,Male,True,3.23,Humanities,NULL,640.0,6.0,PE/VC,admitted,notsponsored,0,75000
3558,Female,False,3.19,Humanities,Other,570.0,6.0,Technology,notadmitted,notsponsored,0,0
3559,Male,False,3.46,Humanities,White,770.0,5.0,"Health Care",admitted,notsponsored,0,75000
3560,Male,True,3.42,Humanities,NULL,680.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3561,Male,False,3.15,STEM,Black,660.0,5.0,Energy,admitted,notsponsored,0,75000
